OrderNumber,SalesChannel,Salesteamindex,Orderqty,unitprice,unitcost,SalesPrice,CostPrice,Profit,SalesTeam,Region,ProductCategory,ProductName,state
SO13508,In-Store,5,9,595.16,425.11,5356.44,3825.99,1530.45,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13509,Online,19,7,461.85,329.9,3232.95,2309.3,923.65,Nicholas Cunningham,South,Collections,Vanities,California
SO13510,Distributor,15,10,506.16,361.54,5061.6,3615.4,1446.2,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13511,Distributor,19,7,531.97,379.98,3723.79,2659.86,1063.93,Nicholas Cunningham,South,Collections,Vanities,California
SO13512,In-Store,16,2,197.54,141.1,395.08,282.2,112.88,Anthony Berry,West,Drinkware,Stemware,California
SO13513,In-Store,19,2,312.31,223.08,624.62,446.16,178.46,Nicholas Cunningham,South,Collections,Vanities,California
SO13514,Wholesale,3,3,598.25,427.32,1794.75,1281.96,512.79,Jerry Green,West,Lighting,Table Lamps,Alabama
SO13515,Wholesale,25,6,448.61,320.44,2691.66,1922.64,769.02,Patrick Graham,South,Electronics,TV and video,California
SO13516,Distributor,20,3,495.19,353.71,1485.57,1061.13,424.44,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13517,In-Store,5,5,403.85,288.46,2019.25,1442.3,576.95,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13518,Online,5,7,501.35,358.1,3509.45,2506.7,1002.75,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13519,In-Store,10,3,331.39,236.71,994.17,710.13,284.04,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO13520,Distributor,23,3,191.87,137.05,575.61,411.15,164.46,Douglas Tucker,Midwest,Accessories,Accessories,California
SO13521,Wholesale,25,1,398.06,284.33,398.06,284.33,113.73,Patrick Graham,South,Electronics,TV and video,California
SO13522,Online,23,1,385.27,275.19,385.27,275.19,110.08,Douglas Tucker,Midwest,Accessories,Accessories,California
SO13523,Online,22,5,203.2,145.15,1016,725.75,290.25,Joe Price,Northeast,Drinkware,Wine Storage,California
SO13524,Wholesale,7,4,627.91,448.51,2511.64,1794.04,717.6,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO13525,Online,18,4,563.7,402.64,2254.8,1610.56,644.24,Shawn Wallace,South,Sports,Basketball,California
SO13526,Online,9,7,602.31,430.22,4216.17,3011.54,1204.63,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO13527,In-Store,22,7,541.48,386.77,3790.36,2707.39,1082.97,Joe Price,Northeast,Drinkware,Wine Storage,California
SO13528,Online,6,5,277.11,197.94,1385.55,989.7,395.85,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO13529,In-Store,25,5,250.2,178.71,1251,893.55,357.45,Patrick Graham,South,Electronics,TV and video,California
SO13530,Online,1,3,254.71,181.94,764.13,545.82,218.31,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO13531,In-Store,4,2,563.81,402.72,1127.62,805.44,322.18,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO13532,Online,10,10,390.79,279.13,3907.9,2791.3,1116.6,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO13533,Online,16,6,494.46,353.18,2966.76,2119.08,847.68,Anthony Berry,West,Drinkware,Stemware,California
SO13534,Online,2,9,396.36,283.12,3567.24,2548.08,1019.16,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO13535,Distributor,14,5,646.83,462.02,3234.15,2310.1,924.05,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO13536,Online,4,8,246.08,175.77,1968.64,1406.16,562.48,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO13537,Online,23,2,239.83,171.31,479.66,342.62,137.04,Douglas Tucker,Midwest,Accessories,Accessories,California
SO13538,Distributor,20,9,345.76,246.97,3111.84,2222.73,889.11,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13539,In-Store,24,9,361.36,258.11,3252.24,2322.99,929.25,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO13540,In-Store,13,2,535.57,382.55,1071.14,765.1,306.04,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO13541,Distributor,11,1,195.4,139.57,195.4,139.57,55.83,Joshua Little,South,Decoratives,Ornaments,Arizona
SO13542,Wholesale,20,6,637.21,455.15,3823.26,2730.9,1092.36,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13543,In-Store,20,1,640.81,457.72,640.81,457.72,183.09,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13544,In-Store,1,10,369.08,263.63,3690.8,2636.3,1054.5,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO13545,In-Store,25,1,307.5,219.64,307.5,219.64,87.86,Patrick Graham,South,Electronics,TV and video,California
SO13546,Wholesale,22,6,586.26,418.76,3517.56,2512.56,1005,Joe Price,Northeast,Drinkware,Wine Storage,California
SO13547,Wholesale,13,10,563.83,402.73,5638.3,4027.3,1611,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO13548,In-Store,5,9,412.76,294.83,3714.84,2653.47,1061.37,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13549,Distributor,21,4,362.48,258.92,1449.92,1035.68,414.24,Samuel Fowler,Midwest,Decoratives,Floral,California
SO13550,Wholesale,16,9,489.44,349.6,4404.96,3146.4,1258.56,Anthony Berry,West,Drinkware,Stemware,California
SO13551,Online,11,8,274.16,195.83,2193.28,1566.64,626.64,Joshua Little,South,Decoratives,Ornaments,Arizona
SO13552,In-Store,20,5,642.44,458.88,3212.2,2294.4,917.8,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13553,Wholesale,2,9,213.72,152.66,1923.48,1373.94,549.54,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO13554,Wholesale,26,1,442.18,315.84,442.18,315.84,126.34,Donald Reynolds,South,Lighting,Candles,California
SO13555,Online,23,8,518.8,370.57,4150.4,2964.56,1185.84,Douglas Tucker,Midwest,Accessories,Accessories,California
SO13556,Wholesale,19,9,226.15,161.53,2035.35,1453.77,581.58,Nicholas Cunningham,South,Collections,Vanities,California
SO13557,Wholesale,13,8,634.89,453.49,5079.12,3627.92,1451.2,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO13558,Wholesale,5,4,284.03,202.88,1136.12,811.52,324.6,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13559,In-Store,11,5,307.42,219.58,1537.1,1097.9,439.2,Joshua Little,South,Decoratives,Ornaments,Arizona
SO13560,Online,5,5,538,384.29,2690,1921.45,768.55,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13561,Distributor,7,1,290.46,207.47,290.46,207.47,82.99,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO13562,Online,18,8,170.13,121.52,1361.04,972.16,388.88,Shawn Wallace,South,Sports,Basketball,California
SO13563,In-Store,12,9,207.94,148.53,1871.46,1336.77,534.69,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO13564,Online,16,10,281.26,200.9,2812.6,2009,803.6,Anthony Berry,West,Drinkware,Stemware,California
SO13565,In-Store,12,1,346.49,247.49,346.49,247.49,99,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO13566,In-Store,22,3,265.87,189.91,797.61,569.73,227.88,Joe Price,Northeast,Drinkware,Wine Storage,California
SO13567,Online,4,8,256.47,183.2,2051.76,1465.6,586.16,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO13568,Distributor,13,8,255.64,182.6,2045.12,1460.8,584.32,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO13569,In-Store,7,3,188.63,134.73,565.89,404.19,161.7,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO13570,Distributor,9,10,566.88,404.91,5668.8,4049.1,1619.7,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO13571,Wholesale,9,5,497.46,355.33,2487.3,1776.65,710.65,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO13572,In-Store,1,8,233.92,167.08,1871.36,1336.64,534.72,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO13573,Distributor,19,9,279.37,199.55,2514.33,1795.95,718.38,Nicholas Cunningham,South,Collections,Vanities,California
SO13574,Distributor,7,3,343.21,245.15,1029.63,735.45,294.18,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO13575,Wholesale,26,3,647.03,462.16,1941.09,1386.48,554.61,Donald Reynolds,South,Lighting,Candles,California
SO13576,Distributor,26,9,472.73,337.66,4254.57,3038.94,1215.63,Donald Reynolds,South,Lighting,Candles,California
SO13577,Wholesale,21,9,631.59,451.14,5684.31,4060.26,1624.05,Samuel Fowler,Midwest,Decoratives,Floral,California
SO13578,Distributor,26,7,213.81,152.72,1496.67,1069.04,427.63,Donald Reynolds,South,Lighting,Candles,California
SO13579,Distributor,22,2,382.68,273.34,765.36,546.68,218.68,Joe Price,Northeast,Drinkware,Wine Storage,California
SO13580,In-Store,9,3,342.68,244.77,1028.04,734.31,293.73,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO13581,Online,14,2,409.3,292.36,818.6,584.72,233.88,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO13582,Wholesale,25,8,338.21,241.58,2705.68,1932.64,773.04,Patrick Graham,South,Electronics,TV and video,California
SO13583,In-Store,26,3,259.12,185.09,777.36,555.27,222.09,Donald Reynolds,South,Lighting,Candles,California
SO13584,In-Store,10,1,590.66,421.9,590.66,421.9,168.76,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO13585,In-Store,10,10,158.67,113.34,1586.7,1133.4,453.3,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO13586,In-Store,21,1,236.48,168.91,236.48,168.91,67.57,Samuel Fowler,Midwest,Decoratives,Floral,California
SO13587,In-Store,5,3,244.48,174.63,733.44,523.89,209.55,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13588,Online,18,9,216.4,154.57,1947.6,1391.13,556.47,Shawn Wallace,South,Sports,Basketball,California
SO13589,In-Store,4,8,156.28,111.63,1250.24,893.04,357.2,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO13590,Online,20,7,237.42,169.58,1661.94,1187.06,474.88,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13591,Wholesale,1,7,385.62,275.44,2699.34,1928.08,771.26,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO13592,Online,5,3,488.34,348.81,1465.02,1046.43,418.59,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13593,Online,17,10,385.64,275.46,3856.4,2754.6,1101.8,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO13594,In-Store,12,7,547.04,390.75,3829.28,2735.25,1094.03,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO13595,In-Store,18,4,596.83,426.31,2387.32,1705.24,682.08,Shawn Wallace,South,Sports,Basketball,California
SO13596,Wholesale,8,4,567.67,405.48,2270.68,1621.92,648.76,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO13597,Wholesale,4,2,638.98,456.42,1277.96,912.84,365.12,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO13598,Wholesale,11,4,442.26,315.9,1769.04,1263.6,505.44,Joshua Little,South,Decoratives,Ornaments,Arizona
SO13599,Distributor,15,4,573.71,409.79,2294.84,1639.16,655.68,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13600,Distributor,15,1,271.69,194.06,271.69,194.06,77.63,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13601,In-Store,20,8,243.23,173.74,1945.84,1389.92,555.92,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13602,Wholesale,19,2,595.84,425.6,1191.68,851.2,340.48,Nicholas Cunningham,South,Collections,Vanities,California
SO13603,In-Store,15,9,333.28,238.06,2999.52,2142.54,856.98,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13604,In-Store,7,3,457.36,326.69,1372.08,980.07,392.01,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO13605,Wholesale,2,5,416.31,297.36,2081.55,1486.8,594.75,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO13606,In-Store,23,1,516.58,368.98,516.58,368.98,147.6,Douglas Tucker,Midwest,Accessories,Accessories,California
SO13607,Wholesale,4,9,378.41,270.29,3405.69,2432.61,973.08,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO13608,Distributor,15,10,524.16,374.4,5241.6,3744,1497.6,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13609,In-Store,4,4,235.62,168.3,942.48,673.2,269.28,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO13610,Wholesale,25,10,623.81,445.58,6238.1,4455.8,1782.3,Patrick Graham,South,Electronics,TV and video,California
SO13611,Wholesale,6,4,484.44,346.03,1937.76,1384.12,553.64,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO13612,In-Store,19,10,551.12,393.65,5511.2,3936.5,1574.7,Nicholas Cunningham,South,Collections,Vanities,California
SO13613,Distributor,20,2,246.84,176.32,493.68,352.64,141.04,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13614,Wholesale,25,3,439.08,313.63,1317.24,940.89,376.35,Patrick Graham,South,Electronics,TV and video,California
SO13615,Online,19,4,615.07,439.34,2460.28,1757.36,702.92,Nicholas Cunningham,South,Collections,Vanities,California
SO13616,Wholesale,17,9,553.19,395.14,4978.71,3556.26,1422.45,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO13617,Distributor,21,5,185.94,132.81,929.7,664.05,265.65,Samuel Fowler,Midwest,Decoratives,Floral,California
SO13618,In-Store,15,4,410.07,292.91,1640.28,1171.64,468.64,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13619,In-Store,23,2,460.52,328.94,921.04,657.88,263.16,Douglas Tucker,Midwest,Accessories,Accessories,California
SO13620,Wholesale,16,1,363.83,259.88,363.83,259.88,103.95,Anthony Berry,West,Drinkware,Stemware,California
SO13621,In-Store,1,8,333.39,238.14,2667.12,1905.12,762,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO13622,In-Store,23,3,352.87,252.05,1058.61,756.15,302.46,Douglas Tucker,Midwest,Accessories,Accessories,California
SO13623,In-Store,10,2,603.87,431.34,1207.74,862.68,345.06,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO13624,Online,8,7,644.77,460.55,4513.39,3223.85,1289.54,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO13625,Online,24,1,488.77,349.12,488.77,349.12,139.65,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO13626,Wholesale,16,3,524.36,374.54,1573.08,1123.62,449.46,Anthony Berry,West,Drinkware,Stemware,California
SO13627,Distributor,26,10,305.78,218.42,3057.8,2184.2,873.6,Donald Reynolds,South,Lighting,Candles,California
SO13628,Online,1,10,514.17,367.26,5141.7,3672.6,1469.1,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO13629,In-Store,1,2,573.46,409.61,1146.92,819.22,327.7,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO13630,Distributor,15,10,314.95,224.96,3149.5,2249.6,899.9,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13631,In-Store,14,10,424.31,303.08,4243.1,3030.8,1212.3,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO13632,Online,10,8,309.88,221.34,2479.04,1770.72,708.32,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO13633,Online,8,5,356.67,254.76,1783.35,1273.8,509.55,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO13634,Distributor,4,9,573.55,409.68,5161.95,3687.12,1474.83,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO13635,In-Store,21,3,448.1,320.07,1344.3,960.21,384.09,Samuel Fowler,Midwest,Decoratives,Floral,California
SO13636,In-Store,21,1,470.06,335.76,470.06,335.76,134.3,Samuel Fowler,Midwest,Decoratives,Floral,California
SO13637,Distributor,22,2,308.73,220.52,617.46,441.04,176.42,Joe Price,Northeast,Drinkware,Wine Storage,California
SO13638,Wholesale,10,5,546.71,390.51,2733.55,1952.55,781,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO13639,Online,22,5,163.73,116.95,818.65,584.75,233.9,Joe Price,Northeast,Drinkware,Wine Storage,California
SO13640,In-Store,20,3,539.01,385.01,1617.03,1155.03,462,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13641,In-Store,23,5,575.61,411.15,2878.05,2055.75,822.3,Douglas Tucker,Midwest,Accessories,Accessories,California
SO13642,Online,23,6,454.16,324.4,2724.96,1946.4,778.56,Douglas Tucker,Midwest,Accessories,Accessories,California
SO13643,In-Store,20,7,446.4,318.86,3124.8,2232.02,892.78,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13644,In-Store,24,6,302.22,215.87,1813.32,1295.22,518.1,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO13645,In-Store,24,8,579.64,414.03,4637.12,3312.24,1324.88,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO13646,Distributor,12,1,181.44,129.6,181.44,129.6,51.84,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO13647,Online,9,9,167.78,119.84,1510.02,1078.56,431.46,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO13648,Online,19,1,545.7,389.78,545.7,389.78,155.92,Nicholas Cunningham,South,Collections,Vanities,California
SO13649,Online,6,3,248.55,177.54,745.65,532.62,213.03,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO13650,Distributor,14,2,602.87,430.62,1205.74,861.24,344.5,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO13651,Distributor,5,6,243.19,173.71,1459.14,1042.26,416.88,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13652,Wholesale,3,9,433.59,309.7,3902.31,2787.3,1115.01,Jerry Green,West,Lighting,Table Lamps,Alabama
SO13653,Wholesale,15,2,367.77,262.69,735.54,525.38,210.16,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13654,Distributor,7,1,520.79,371.99,520.79,371.99,148.8,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO13655,Online,2,5,288.96,206.4,1444.8,1032,412.8,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO13656,Distributor,14,9,521.96,372.83,4697.64,3355.47,1342.17,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO13657,Distributor,3,2,552.89,394.92,1105.78,789.84,315.94,Jerry Green,West,Lighting,Table Lamps,Alabama
SO13658,Online,12,10,242.97,173.55,2429.7,1735.5,694.2,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO13659,In-Store,14,8,415.07,296.48,3320.56,2371.84,948.72,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO13660,Online,8,3,386.91,276.36,1160.73,829.08,331.65,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO13661,In-Store,15,6,353.45,252.46,2120.7,1514.76,605.94,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13662,Online,3,7,275.34,196.67,1927.38,1376.69,550.69,Jerry Green,West,Lighting,Table Lamps,Alabama
SO13663,Distributor,18,2,638.07,455.76,1276.14,911.52,364.62,Shawn Wallace,South,Sports,Basketball,California
SO13664,Wholesale,24,8,385.86,275.61,3086.88,2204.88,882,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO13665,Wholesale,22,4,481.97,344.26,1927.88,1377.04,550.84,Joe Price,Northeast,Drinkware,Wine Storage,California
SO13666,In-Store,26,2,640.91,457.79,1281.82,915.58,366.24,Donald Reynolds,South,Lighting,Candles,California
SO13667,Wholesale,5,8,419.2,299.43,3353.6,2395.44,958.16,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13668,Distributor,3,7,538.17,384.41,3767.19,2690.87,1076.32,Jerry Green,West,Lighting,Table Lamps,Alabama
SO13669,Distributor,13,5,160.19,114.42,800.95,572.1,228.85,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO13670,Wholesale,15,5,324.03,231.45,1620.15,1157.25,462.9,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13671,Distributor,19,7,331.77,236.98,2322.39,1658.86,663.53,Nicholas Cunningham,South,Collections,Vanities,California
SO13672,Online,15,9,532.95,380.68,4796.55,3426.12,1370.43,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13673,Wholesale,25,1,602.6,430.43,602.6,430.43,172.17,Patrick Graham,South,Electronics,TV and video,California
SO13674,Wholesale,4,9,346.77,247.69,3120.93,2229.21,891.72,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO13675,In-Store,16,3,346.83,247.74,1040.49,743.22,297.27,Anthony Berry,West,Drinkware,Stemware,California
SO13676,In-Store,10,6,363.14,259.38,2178.84,1556.28,622.56,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO13677,Online,11,5,609.21,435.15,3046.05,2175.75,870.3,Joshua Little,South,Decoratives,Ornaments,Arizona
SO13678,In-Store,5,10,457.7,326.93,4577,3269.3,1307.7,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13679,Distributor,11,3,248.03,177.17,744.09,531.51,212.58,Joshua Little,South,Decoratives,Ornaments,Arizona
SO13680,Distributor,14,7,583.82,417.01,4086.74,2919.07,1167.67,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO13681,Online,15,1,299.55,213.96,299.55,213.96,85.59,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13682,Wholesale,1,9,454.78,324.84,4093.02,2923.56,1169.46,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO13683,Online,5,8,171.79,122.7,1374.32,981.6,392.72,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13684,Distributor,17,9,190.83,136.31,1717.47,1226.79,490.68,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO13685,Wholesale,5,3,462.93,330.67,1388.79,992.01,396.78,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13686,Online,19,8,631.59,451.14,5052.72,3609.12,1443.6,Nicholas Cunningham,South,Collections,Vanities,California
SO13687,Online,21,4,270.65,193.32,1082.6,773.28,309.32,Samuel Fowler,Midwest,Decoratives,Floral,California
SO13688,Wholesale,25,8,636.56,454.69,5092.48,3637.52,1454.96,Patrick Graham,South,Electronics,TV and video,California
SO13689,Distributor,1,3,531.01,379.29,1593.03,1137.87,455.16,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO13690,Distributor,6,9,344.8,246.29,3103.2,2216.61,886.59,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO13691,Distributor,13,10,501.97,358.55,5019.7,3585.5,1434.2,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO13692,Online,16,7,452.05,322.89,3164.35,2260.23,904.12,Anthony Berry,West,Drinkware,Stemware,California
SO13693,Online,4,7,182.49,130.35,1277.43,912.45,364.98,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO13694,Online,20,4,213.83,152.73,855.32,610.92,244.4,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13695,Online,16,7,541.76,386.97,3792.32,2708.79,1083.53,Anthony Berry,West,Drinkware,Stemware,California
SO13696,In-Store,8,2,515.29,368.06,1030.58,736.12,294.46,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO13697,Online,6,5,572.16,408.69,2860.8,2043.45,817.35,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO13698,Distributor,12,6,437.84,312.74,2627.04,1876.44,750.6,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO13699,Distributor,22,6,324.86,232.04,1949.16,1392.24,556.92,Joe Price,Northeast,Drinkware,Wine Storage,California
SO13700,Distributor,20,9,426.84,304.89,3841.56,2744.01,1097.55,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13701,In-Store,11,8,174.2,124.43,1393.6,995.44,398.16,Joshua Little,South,Decoratives,Ornaments,Arizona
SO13702,Distributor,7,9,239.92,171.37,2159.28,1542.33,616.95,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO13703,Online,13,2,209.32,149.51,418.64,299.02,119.62,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO13704,In-Store,2,7,521.63,372.59,3651.41,2608.13,1043.28,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO13705,Distributor,6,2,269.62,192.59,539.24,385.18,154.06,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO13706,In-Store,1,1,442.54,316.1,442.54,316.1,126.44,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO13707,Online,24,3,264.02,188.59,792.06,565.77,226.29,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO13708,In-Store,18,5,499.04,356.45,2495.2,1782.25,712.95,Shawn Wallace,South,Sports,Basketball,California
SO13709,In-Store,17,7,539.1,385.07,3773.7,2695.49,1078.21,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO13710,In-Store,26,7,156.27,111.62,1093.89,781.34,312.55,Donald Reynolds,South,Lighting,Candles,California
SO13711,Distributor,16,3,182.61,130.43,547.83,391.29,156.54,Anthony Berry,West,Drinkware,Stemware,California
SO13712,Online,5,7,182.22,130.16,1275.54,911.12,364.42,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO13713,In-Store,19,10,291.95,208.54,2919.5,2085.4,834.1,Nicholas Cunningham,South,Collections,Vanities,California
SO13714,Distributor,8,7,607.7,434.07,4253.9,3038.49,1215.41,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO13715,Distributor,2,7,324.58,231.85,2272.06,1622.95,649.11,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO13716,In-Store,20,5,402.72,287.66,2013.6,1438.3,575.3,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO13717,Online,7,6,321.42,229.59,1928.52,1377.54,550.98,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO13718,Distributor,1,2,575.68,411.2,1151.36,822.4,328.96,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO13719,Distributor,6,3,376.74,269.1,1130.22,807.3,322.92,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO13720,In-Store,14,5,503.23,359.45,2516.15,1797.25,718.9,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO13721,Online,17,4,376.18,268.7,1504.72,1074.8,429.92,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO13722,Online,6,5,469.74,335.53,2348.7,1677.65,671.05,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO13723,Online,25,7,644.77,460.55,4513.39,3223.85,1289.54,Patrick Graham,South,Electronics,TV and video,California
SO13724,Wholesale,15,7,474.75,339.1,3323.25,2373.7,949.55,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO13725,In-Store,4,10,264.11,188.65,2641.1,1886.5,754.6,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO13726,In-Store,9,9,521.83,372.74,4696.47,3354.66,1341.81,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO13727,Online,1,2,464.16,331.55,928.32,663.1,265.22,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO13728,Wholesale,12,10,212.83,152.02,2128.3,1520.2,608.1,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
